icd10_code,description,code_family,chapter,chronic,specificity,hcc_v28_code,hcc_v28_label
I82.712,Chronic embolism and thrombosis of superficial veins of left upper extremity,I82,Diseases of the circulatory system,true,specified,268,Vascular Disease
I82.721,Chronic embolism and thrombosis of deep veins of right upper extremity,I82,Diseases of the circulatory system,true,specified,268,Vascular Disease
I82.813,"Embolism and thrombosis of superficial veins of lower extremities, bilateral",I82,Diseases of the circulatory system,true,specified,268,Vascular Disease
I82.891,Chronic embolism and thrombosis of other specified veins,I82,Diseases of the circulatory system,true,specified,268,Vascular Disease
I82.A13,"Acute embolism and thrombosis of axillary vein, bilateral",I82,Diseases of the circulatory system,true,specified,268,Vascular Disease
I82.A23,"Chronic embolism and thrombosis of axillary vein, bilateral",I82,Diseases of the circulatory system,true,specified,268,Vascular Disease
I82.B11,Acute embolism and thrombosis of right subclavian vein,I82,Diseases of the circulatory system,true,specified,268,Vascular Disease
I82.B12,Acute embolism and thrombosis of left subclavian vein,I82,Diseases of the circulatory system,true,specified,268,Vascular Disease
I82.B13,"Acute embolism and thrombosis of subclavian vein, bilateral",I82,Diseases of the circulatory system,true,specified,268,Vascular Disease
I82.B21,Chronic embolism and thrombosis of right subclavian vein,I82,Diseases of the circulatory system,true,specified,268,Vascular Disease
I82.B22,Chronic embolism and thrombosis of left subclavian vein,I82,Diseases of the circulatory system,true,specified,268,Vascular Disease
I82.B23,"Chronic embolism and thrombosis of subclavian vein, bilateral",I82,Diseases of the circulatory system,true,specified,268,Vascular Disease
I82.C12,Acute embolism and thrombosis of left internal jugular vein,I82,Diseases of the circulatory system,true,specified,268,Vascular Disease
I82.C19,Acute embolism and thrombosis of unspecified internal jugular vein,I82,Diseases of the circulatory system,true,unspecified,268,Vascular Disease
I82.C22,Chronic embolism and thrombosis of left internal jugular vein,I82,Diseases of the circulatory system,true,specified,268,Vascular Disease
J01.01,Acute recurrent maxillary sinusitis,J01,Diseases of the respiratory system,false,specified,,
J01.10,"Acute frontal sinusitis, unspecified",J01,Diseases of the respiratory system,false,unspecified,,
J01.11,Acute recurrent frontal sinusitis,J01,Diseases of the respiratory system,false,specified,,
J01.20,"Acute ethmoidal sinusitis, unspecified",J01,Diseases of the respiratory system,false,unspecified,,
J01.21,Acute recurrent ethmoidal sinusitis,J01,Diseases of the respiratory system,false,specified,,
J01.31,Acute recurrent sphenoidal sinusitis,J01,Diseases of the respiratory system,false,specified,,
J01.40,"Acute pansinusitis, unspecified",J01,Diseases of the respiratory system,false,unspecified,,
J01.41,Acute recurrent pansinusitis,J01,Diseases of the respiratory system,false,specified,,
J01.80,Other acute sinusitis,J01,Diseases of the respiratory system,false,specified,,
J01.81,Other acute recurrent sinusitis,J01,Diseases of the respiratory system,false,specified,,
J01.90,"Acute sinusitis, unspecified",J01,Diseases of the respiratory system,false,unspecified,,
J01.91,"Acute recurrent sinusitis, unspecified",J01,Diseases of the respiratory system,false,unspecified,,
J06.0,Acute laryngopharyngitis,J06,Diseases of the respiratory system,false,specified,,
J06.9,"Acute upper respiratory infection, unspecified",J06,Diseases of the respiratory system,false,unspecified,,
J20.9,"Acute bronchitis, unspecified",J20,Diseases of the respiratory system,false,unspecified,,
J41.0,Simple chronic bronchitis,J41,Diseases of the respiratory system,true,specified,277,Chronic Obstructive Pulmonary Disease
J43.1,Panlobular emphysema,J43,Diseases of the respiratory system,true,specified,277,Chronic Obstructive Pulmonary Disease
J44.0,Chronic obstructive pulmonary disease with (acute) lower respiratory infection,J44,Diseases of the respiratory system,true,specified,277,Chronic Obstructive Pulmonary Disease
J44.1,Chronic obstructive pulmonary disease with (acute) exacerbation,J44,Diseases of the respiratory system,true,specified,277,Chronic Obstructive Pulmonary Disease
J44.81,Bronchiolitis obliterans and bronchiolitis obliterans syndrome,J44,Diseases of the respiratory system,true,specified,277,Chronic Obstructive Pulmonary Disease
J44.89,Other specified chronic obstructive pulmonary disease,J44,Diseases of the respiratory system,true,specified,277,Chronic Obstructive Pulmonary Disease
J44.9,"Chronic obstructive pulmonary disease, unspecified",J44,Diseases of the respiratory system,true,unspecified,277,Chronic Obstructive Pulmonary Disease
J47.9,"Bronchiectasis, uncomplicated",J47,Diseases of the respiratory system,true,specified,277,Chronic Obstructive Pulmonary Disease
J84.02,Pulmonary alveolar microlithiasis,J84,Diseases of the respiratory system,true,specified,280,Fibrosis of Lung and Other Lung Disorders
J84.03,Idiopathic pulmonary hemosiderosis,J84,Diseases of the respiratory system,true,specified,280,Fibrosis of Lung and Other Lung Disorders
J84.112,Idiopathic pulmonary fibrosis,J84,Diseases of the respiratory system,true,specified,280,Fibrosis of Lung and Other Lung Disorders
J84.116,Cryptogenic organizing pneumonia,J84,Diseases of the respiratory system,true,specified,280,Fibrosis of Lung and Other Lung Disorders
J84.2,Lymphoid interstitial pneumonia,J84,Diseases of the respiratory system,true,specified,280,Fibrosis of Lung and Other Lung Disorders
J84.83,Surfactant mutations of the lung,J84,Diseases of the respiratory system,true,specified,280,Fibrosis of Lung and Other Lung Disorders
J84.841,Neuroendocrine cell hyperplasia of infancy,J84,Diseases of the respiratory system,true,specified,280,Fibrosis of Lung and Other Lung Disorders
J84.89,Other specified interstitial pulmonary diseases,J84,Diseases of the respiratory system,true,specified,280,Fibrosis of Lung and Other Lung Disorders
J96.02,Acute respiratory failure with hypercapnia,J96,Diseases of the respiratory system,true,specified,283,Respiratory Arrest and Respiratory Failure
J96.10,"Chronic respiratory failure, unspecified whether with hypoxia or hypercapnia",J96,Diseases of the respiratory system,true,unspecified,283,Respiratory Arrest and Respiratory Failure
J96.11,Chronic respiratory failure with hypoxia,J96,Diseases of the respiratory system,true,specified,283,Respiratory Arrest and Respiratory Failure
J96.21,Acute and chronic respiratory failure with hypoxia,J96,Diseases of the respiratory system,true,specified,283,Respiratory Arrest and Respiratory Failure
J96.22,Acute and chronic respiratory failure with hypercapnia,J96,Diseases of the respiratory system,true,specified,283,Respiratory Arrest and Respiratory Failure
J96.92,"Respiratory failure, unspecified with hypercapnia",J96,Diseases of the respiratory system,true,unspecified,283,Respiratory Arrest and Respiratory Failure
K21.00,"Gastro-esophageal reflux disease with esophagitis, without bleeding",K21,Diseases of the digestive system,false,unspecified,,
K21.01,"Gastro-esophageal reflux disease with esophagitis, with bleeding",K21,Diseases of the digestive system,false,specified,,
K21.9,Gastro-esophageal reflux disease without esophagitis,K21,Diseases of the digestive system,false,unspecified,,
K50.00,Crohn's disease of small intestine without complications,K50,Diseases of the digestive system,true,unspecified,35,Inflammatory Bowel Disease
K50.013,Crohn's disease of small intestine with fistula,K50,Diseases of the digestive system,true,specified,35,Inflammatory Bowel Disease
K50.019,Crohn's disease of small intestine with unspecified complications,K50,Diseases of the digestive system,true,unspecified,35,Inflammatory Bowel Disease
K50.111,Crohn's disease of large intestine with rectal bleeding,K50,Diseases of the digestive system,true,specified,35,Inflammatory Bowel Disease
K50.112,Crohn's disease of large intestine with intestinal obstruction,K50,Diseases of the digestive system,true,specified,35,Inflammatory Bowel Disease
K50.113,Crohn's disease of large intestine with fistula,K50,Diseases of the digestive system,true,specified,35,Inflammatory Bowel Disease
K50.80,Crohn's disease of both small and large intestine without complications,K50,Diseases of the digestive system,true,unspecified,35,Inflammatory Bowel Disease
K50.819,Crohn's disease of both small and large intestine with unspecified complications,K50,Diseases of the digestive system,true,unspecified,35,Inflammatory Bowel Disease
K50.90,"Crohn's disease, unspecified, without complications",K50,Diseases of the digestive system,true,unspecified,35,Inflammatory Bowel Disease
K50.911,"Crohn's disease, unspecified, with rectal bleeding",K50,Diseases of the digestive system,true,unspecified,35,Inflammatory Bowel Disease
K50.912,"Crohn's disease, unspecified, with intestinal obstruction",K50,Diseases of the digestive system,true,unspecified,35,Inflammatory Bowel Disease
K50.918,"Crohn's disease, unspecified, with other complication",K50,Diseases of the digestive system,true,unspecified,35,Inflammatory Bowel Disease
K51.00,Ulcerative (chronic) pancolitis without complications,K51,Diseases of the digestive system,true,unspecified,35,Inflammatory Bowel Disease
K51.011,Ulcerative (chronic) pancolitis with rectal bleeding,K51,Diseases of the digestive system,true,specified,35,Inflammatory Bowel Disease
K51.013,Ulcerative (chronic) pancolitis with fistula,K51,Diseases of the digestive system,true,specified,35,Inflammatory Bowel Disease
K51.018,Ulcerative (chronic) pancolitis with other complication,K51,Diseases of the digestive system,true,specified,35,Inflammatory Bowel Disease
K51.019,Ulcerative (chronic) pancolitis with unspecified complications,K51,Diseases of the digestive system,true,unspecified,35,Inflammatory Bowel Disease
K51.212,Ulcerative (chronic) proctitis with intestinal obstruction,K51,Diseases of the digestive system,true,specified,35,Inflammatory Bowel Disease
K51.213,Ulcerative (chronic) proctitis with fistula,K51,Diseases of the digestive system,true,specified,35,Inflammatory Bowel Disease
K51.219,Ulcerative (chronic) proctitis with unspecified complications,K51,Diseases of the digestive system,true,unspecified,35,Inflammatory Bowel Disease
K51.30,Ulcerative (chronic) rectosigmoiditis without complications,K51,Diseases of the digestive system,true,unspecified,35,Inflammatory Bowel Disease
K51.311,Ulcerative (chronic) rectosigmoiditis with rectal bleeding,K51,Diseases of the digestive system,true,specified,35,Inflammatory Bowel Disease
K51.312,Ulcerative (chronic) rectosigmoiditis with intestinal obstruction,K51,Diseases of the digestive system,true,specified,35,Inflammatory Bowel Disease
K51.40,Inflammatory polyps of colon without complications,K51,Diseases of the digestive system,true,unspecified,35,Inflammatory Bowel Disease
K51.411,Inflammatory polyps of colon with rectal bleeding,K51,Diseases of the digestive system,true,specified,35,Inflammatory Bowel Disease
K51.412,Inflammatory polyps of colon with intestinal obstruction,K51,Diseases of the digestive system,true,specified,35,Inflammatory Bowel Disease
K51.514,Left sided colitis with abscess,K51,Diseases of the digestive system,true,specified,35,Inflammatory Bowel Disease
K51.813,Other ulcerative colitis with fistula,K51,Diseases of the digestive system,true,specified,35,Inflammatory Bowel Disease
K51.814,Other ulcerative colitis with abscess,K51,Diseases of the digestive system,true,specified,35,Inflammatory Bowel Disease
K51.819,Other ulcerative colitis with unspecified complications,K51,Diseases of the digestive system,true,unspecified,35,Inflammatory Bowel Disease
K51.90,"Ulcerative colitis, unspecified, without complications",K51,Diseases of the digestive system,true,unspecified,35,Inflammatory Bowel Disease
K51.911,"Ulcerative colitis, unspecified with rectal bleeding",K51,Diseases of the digestive system,true,unspecified,35,Inflammatory Bowel Disease
K51.913,"Ulcerative colitis, unspecified with fistula",K51,Diseases of the digestive system,true,unspecified,35,Inflammatory Bowel Disease
K59.00,"Constipation, unspecified",K59,Diseases of the digestive system,false,unspecified,,
K59.01,Slow transit constipation,K59,Diseases of the digestive system,false,specified,,
K59.02,Outlet dysfunction constipation,K59,Diseases of the digestive system,false,specified,,
K59.03,Drug induced constipation,K59,Diseases of the digestive system,false,specified,,
K59.09,Other constipation,K59,Diseases of the digestive system,false,specified,,
K59.1,Functional diarrhea,K59,Diseases of the digestive system,false,specified,,
K59.2,"Neurogenic bowel, not elsewhere classified",K59,Diseases of the digestive system,false,specified,,
K59.31,Toxic megacolon,K59,Diseases of the digestive system,false,specified,,
K59.4,Anal spasm,K59,Diseases of the digestive system,false,specified,,
K59.81,Ogilvie syndrome,K59,Diseases of the digestive system,false,specified,,
K59.89,Other specified functional intestinal disorders,K59,Diseases of the digestive system,false,specified,,
K59.9,"Functional intestinal disorder, unspecified",K59,Diseases of the digestive system,false,unspecified,,
K70.0,Alcoholic fatty liver,K70,Diseases of the digestive system,true,specified,62,Cirrhosis of Liver
K70.11,Alcoholic hepatitis with ascites,K70,Diseases of the digestive system,true,specified,62,Cirrhosis of Liver
K70.30,Alcoholic cirrhosis of liver without ascites,K70,Diseases of the digestive system,true,unspecified,62,Cirrhosis of Liver
K70.31,Alcoholic cirrhosis of liver with ascites,K70,Diseases of the digestive system,true,specified,62,Cirrhosis of Liver
K70.40,Alcoholic hepatic failure without coma,K70,Diseases of the digestive system,true,unspecified,62,Cirrhosis of Liver
K70.41,Alcoholic hepatic failure with coma,K70,Diseases of the digestive system,true,specified,62,Cirrhosis of Liver
K70.9,"Alcoholic liver disease, unspecified",K70,Diseases of the digestive system,true,unspecified,62,Cirrhosis of Liver
K72.01,Acute and subacute hepatic failure with coma,K72,Diseases of the digestive system,true,specified,61,Liver Failure or End-Stage Liver Disorders
K72.90,"Hepatic failure, unspecified without coma",K72,Diseases of the digestive system,true,unspecified,61,Liver Failure or End-Stage Liver Disorders
K72.91,"Hepatic failure, unspecified with coma",K72,Diseases of the digestive system,true,unspecified,61,Liver Failure or End-Stage Liver Disorders
K74.02,"Hepatic fibrosis, advanced fibrosis",K74,Diseases of the digestive system,true,specified,62,Cirrhosis of Liver
K74.1,Hepatic sclerosis,K74,Diseases of the digestive system,true,specified,62,Cirrhosis of Liver
K74.2,Hepatic fibrosis with hepatic sclerosis,K74,Diseases of the digestive system,true,specified,62,Cirrhosis of Liver
K74.4,Secondary biliary cirrhosis,K74,Diseases of the digestive system,true,specified,62,Cirrhosis of Liver
K74.60,Unspecified cirrhosis of liver,K74,Diseases of the digestive system,true,unspecified,62,Cirrhosis of Liver
L89.002,"Pressure ulcer of unspecified elbow, stage 2",L89,Diseases of the skin and subcutaneous tissue,true,unspecified,379,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone"
L89.011,"Pressure ulcer of right elbow, stage 1",L89,Diseases of the skin and subcutaneous tissue,true,specified,379,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone"
L89.022,"Pressure ulcer of left elbow, stage 2",L89,Diseases of the skin and subcutaneous tissue,true,specified,379,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone"
L89.120,"Pressure ulcer of left upper back, unstageable",L89,Diseases of the skin and subcutaneous tissue,true,specified,379,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone"
L89.154,"Pressure ulcer of sacral region, stage 4",L89,Diseases of the skin and subcutaneous tissue,true,specified,379,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone"
L89.200,"Pressure ulcer of unspecified hip, unstageable",L89,Diseases of the skin and subcutaneous tissue,true,unspecified,379,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone"
L89.210,"Pressure ulcer of right hip, unstageable",L89,Diseases of the skin and subcutaneous tissue,true,specified,379,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone"
L89.213,"Pressure ulcer of right hip, stage 3",L89,Diseases of the skin and subcutaneous tissue,true,specified,379,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone"
L89.229,"Pressure ulcer of left hip, unspecified stage",L89,Diseases of the skin and subcutaneous tissue,true,unspecified,379,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone"
L89.301,"Pressure ulcer of unspecified buttock, stage 1",L89,Diseases of the skin and subcutaneous tissue,true,unspecified,379,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone"
L89.42,"Pressure ulcer of contiguous site of back, buttock and hip, stage 2",L89,Diseases of the skin and subcutaneous tissue,true,specified,379,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone"
L89.506,Pressure-induced deep tissue damage of unspecified ankle,L89,Diseases of the skin and subcutaneous tissue,true,unspecified,379,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone"
L89.510,"Pressure ulcer of right ankle, unstageable",L89,Diseases of the skin and subcutaneous tissue,true,specified,379,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone"
L89.521,"Pressure ulcer of left ankle, stage 1",L89,Diseases of the skin and subcutaneous tissue,true,specified,379,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone"
L89.601,"Pressure ulcer of unspecified heel, stage 1",L89,Diseases of the skin and subcutaneous tissue,true,unspecified,379,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone"
L89.611,"Pressure ulcer of right heel, stage 1",L89,Diseases of the skin and subcutaneous tissue,true,specified,379,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone"
L89.891,"Pressure ulcer of other site, stage 1",L89,Diseases of the skin and subcutaneous tissue,true,specified,379,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone"
L89.90,"Pressure ulcer of unspecified site, unspecified stage",L89,Diseases of the skin and subcutaneous tissue,true,unspecified,379,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone"
L89.92,"Pressure ulcer of unspecified site, stage 2",L89,Diseases of the skin and subcutaneous tissue,true,unspecified,379,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone"
L89.94,"Pressure ulcer of unspecified site, stage 4",L89,Diseases of the skin and subcutaneous tissue,true,unspecified,379,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone"
L97.102,Non-pressure chronic ulcer of unspecified thigh with fat layer exposed,L97,Diseases of the skin and subcutaneous tissue,true,unspecified,394,"Chronic Ulcer of Skin, Except Pressure"
L97.104,Non-pressure chronic ulcer of unspecified thigh with necrosis of bone,L97,Diseases of the skin and subcutaneous tissue,true,unspecified,394,"Chronic Ulcer of Skin, Except Pressure"
L97.109,Non-pressure chronic ulcer of unspecified thigh with unspecified severity,L97,Diseases of the skin and subcutaneous tissue,true,unspecified,394,"Chronic Ulcer of Skin, Except Pressure"
L97.111,Non-pressure chronic ulcer of right thigh limited to breakdown of skin,L97,Diseases of the skin and subcutaneous tissue,true,specified,394,"Chronic Ulcer of Skin, Except Pressure"
L97.204,Non-pressure chronic ulcer of unspecified calf with necrosis of bone,L97,Diseases of the skin and subcutaneous tissue,true,unspecified,394,"Chronic Ulcer of Skin, Except Pressure"
L97.215,Non-pressure chronic ulcer of right calf with muscle involvement without evidence of necrosis,L97,Diseases of the skin and subcutaneous tissue,true,unspecified,394,"Chronic Ulcer of Skin, Except Pressure"
L97.306,Non-pressure chronic ulcer of unspecified ankle with bone involvement without evidence of necrosis,L97,Diseases of the skin and subcutaneous tissue,true,unspecified,394,"Chronic Ulcer of Skin, Except Pressure"
L97.308,Non-pressure chronic ulcer of unspecified ankle with other specified severity,L97,Diseases of the skin and subcutaneous tissue,true,unspecified,394,"Chronic Ulcer of Skin, Except Pressure"
L97.319,Non-pressure chronic ulcer of right ankle with unspecified severity,L97,Diseases of the skin and subcutaneous tissue,true,unspecified,394,"Chronic Ulcer of Skin, Except Pressure"
L97.322,Non-pressure chronic ulcer of left ankle with fat layer exposed,L97,Diseases of the skin and subcutaneous tissue,true,specified,394,"Chronic Ulcer of Skin, Except Pressure"
L97.406,Non-pressure chronic ulcer of unspecified heel and midfoot with bone involvement without evidence of necrosis,L97,Diseases of the skin and subcutaneous tissue,true,unspecified,394,"Chronic Ulcer of Skin, Except Pressure"
L97.416,Non-pressure chronic ulcer of right heel and midfoot with bone involvement without evidence of necrosis,L97,Diseases of the skin and subcutaneous tissue,true,unspecified,394,"Chronic Ulcer of Skin, Except Pressure"
L97.425,Non-pressure chronic ulcer of left heel and midfoot with muscle involvement without evidence of necrosis,L97,Diseases of the skin and subcutaneous tissue,true,unspecified,394,"Chronic Ulcer of Skin, Except Pressure"
L97.426,Non-pressure chronic ulcer of left heel and midfoot with bone involvement without evidence of necrosis,L97,Diseases of the skin and subcutaneous tissue,true,unspecified,394,"Chronic Ulcer of Skin, Except Pressure"
L97.506,Non-pressure chronic ulcer of other part of unspecified foot with bone involvement without evidence of necrosis,L97,Diseases of the skin and subcutaneous tissue,true,unspecified,394,"Chronic Ulcer of Skin, Except Pressure"
L97.512,Non-pressure chronic ulcer of other part of right foot with fat layer exposed,L97,Diseases of the skin and subcutaneous tissue,true,specified,394,"Chronic Ulcer of Skin, Except Pressure"
L97.513,Non-pressure chronic ulcer of other part of right foot with necrosis of muscle,L97,Diseases of the skin and subcutaneous tissue,true,specified,394,"Chronic Ulcer of Skin, Except Pressure"
L97.529,Non-pressure chronic ulcer of other part of left foot with unspecified severity,L97,Diseases of the skin and subcutaneous tissue,true,unspecified,394,"Chronic Ulcer of Skin, Except Pressure"
L97.802,Non-pressure chronic ulcer of other part of unspecified lower leg with fat layer exposed,L97,Diseases of the skin and subcutaneous tissue,true,unspecified,394,"Chronic Ulcer of Skin, Except Pressure"
L97.803,Non-pressure chronic ulcer of other part of unspecified lower leg with necrosis of muscle,L97,Diseases of the skin and subcutaneous tissue,true,unspecified,394,"Chronic Ulcer of Skin, Except Pressure"
L97.806,Non-pressure chronic ulcer of other part of unspecified lower leg with bone involvement without evidence of necrosis,L97,Diseases of the skin and subcutaneous tissue,true,unspecified,394,"Chronic Ulcer of Skin, Except Pressure"
L97.809,Non-pressure chronic ulcer of other part of unspecified lower leg with unspecified severity,L97,Diseases of the skin and subcutaneous tissue,true,unspecified,394,"Chronic Ulcer of Skin, Except Pressure"
L97.821,Non-pressure chronic ulcer of other part of left lower leg limited to breakdown of skin,L97,Diseases of the skin and subcutaneous tissue,true,specified,394,"Chronic Ulcer of Skin, Except Pressure"
L97.826,Non-pressure chronic ulcer of other part of left lower leg with bone involvement without evidence of necrosis,L97,Diseases of the skin and subcutaneous tissue,true,unspecified,394,"Chronic Ulcer of Skin, Except Pressure"
L97.912,Non-pressure chronic ulcer of unspecified part of right lower leg with fat layer exposed,L97,Diseases of the skin and subcutaneous tissue,true,unspecified,394,"Chronic Ulcer of Skin, Except Pressure"
L97.913,Non-pressure chronic ulcer of unspecified part of right lower leg with necrosis of muscle,L97,Diseases of the skin and subcutaneous tissue,true,unspecified,394,"Chronic Ulcer of Skin, Except Pressure"
L97.916,Non-pressure chronic ulcer of unspecified part of right lower leg with bone involvement without evidence of necrosis,L97,Diseases of the skin and subcutaneous tissue,true,unspecified,394,"Chronic Ulcer of Skin, Except Pressure"
L97.921,Non-pressure chronic ulcer of unspecified part of left lower leg limited to breakdown of skin,L97,Diseases of the skin and subcutaneous tissue,true,unspecified,394,"Chronic Ulcer of Skin, Except Pressure"
M05.00,"Felty's syndrome, unspecified site",M05,Diseases of the musculoskeletal system and connective tissue,true,unspecified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.011,"Felty's syndrome, right shoulder",M05,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.051,"Felty's syndrome, right hip",M05,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.069,"Felty's syndrome, unspecified knee",M05,Diseases of the musculoskeletal system and connective tissue,true,unspecified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.121,Rheumatoid lung disease with rheumatoid arthritis of right elbow,M05,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.129,Rheumatoid lung disease with rheumatoid arthritis of unspecified elbow,M05,Diseases of the musculoskeletal system and connective tissue,true,unspecified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.142,Rheumatoid lung disease with rheumatoid arthritis of left hand,M05,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.152,Rheumatoid lung disease with rheumatoid arthritis of left hip,M05,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.171,Rheumatoid lung disease with rheumatoid arthritis of right ankle and foot,M05,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.211,Rheumatoid vasculitis with rheumatoid arthritis of right shoulder,M05,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.219,Rheumatoid vasculitis with rheumatoid arthritis of unspecified shoulder,M05,Diseases of the musculoskeletal system and connective tissue,true,unspecified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.239,Rheumatoid vasculitis with rheumatoid arthritis of unspecified wrist,M05,Diseases of the musculoskeletal system and connective tissue,true,unspecified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.251,Rheumatoid vasculitis with rheumatoid arthritis of right hip,M05,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.261,Rheumatoid vasculitis with rheumatoid arthritis of right knee,M05,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.371,Rheumatoid heart disease with rheumatoid arthritis of right ankle and foot,M05,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.451,Rheumatoid myopathy with rheumatoid arthritis of right hip,M05,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.49,Rheumatoid myopathy with rheumatoid arthritis of multiple sites,M05,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.50,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified site,M05,Diseases of the musculoskeletal system and connective tissue,true,unspecified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.541,Rheumatoid polyneuropathy with rheumatoid arthritis of right hand,M05,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.629,Rheumatoid arthritis of unspecified elbow with involvement of other organs and systems,M05,Diseases of the musculoskeletal system and connective tissue,true,unspecified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.631,Rheumatoid arthritis of right wrist with involvement of other organs and systems,M05,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.649,Rheumatoid arthritis of unspecified hand with involvement of other organs and systems,M05,Diseases of the musculoskeletal system and connective tissue,true,unspecified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.69,Rheumatoid arthritis of multiple sites with involvement of other organs and systems,M05,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.712,Rheumatoid arthritis with rheumatoid factor of left shoulder without organ or systems involvement,M05,Diseases of the musculoskeletal system and connective tissue,true,unspecified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.739,Rheumatoid arthritis with rheumatoid factor of unspecified wrist without organ or systems involvement,M05,Diseases of the musculoskeletal system and connective tissue,true,unspecified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.752,Rheumatoid arthritis with rheumatoid factor of left hip without organ or systems involvement,M05,Diseases of the musculoskeletal system and connective tissue,true,unspecified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.79,Rheumatoid arthritis with rheumatoid factor of multiple sites without organ or systems involvement,M05,Diseases of the musculoskeletal system and connective tissue,true,unspecified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.812,Other rheumatoid arthritis with rheumatoid factor of left shoulder,M05,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.841,Other rheumatoid arthritis with rheumatoid factor of right hand,M05,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.9,"Rheumatoid arthritis with rheumatoid factor, unspecified",M05,Diseases of the musculoskeletal system and connective tissue,true,unspecified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M05.A,Abnormal rheumatoid factor and anti-citrullinated protein antibody with rheumatoid arthritis,M05,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
